,ask,ask,ask,ask,bid,bid,bid,bid,bid_vol,ask_vol,tick_count
2019-01-07 05:30:00+00:00,1.14236,1.14243,1.14222,1.14222,1.14232,1.1424,1.14218,1.14219,1822.9199954271317,1704.7700010538101,654
2019-01-07 05:45:00+00:00,1.14222,1.1424,1.14206,1.14237,1.14219,1.14238,1.14202,1.14234,1850.9999985694885,2287.789996743202,823
2019-01-07 06:00:00+00:00,1.14237,1.14242,1.14157,1.14185,1.14234,1.14238,1.14154,1.14181,3593.4199978113174,3188.4399935007095,1316
2019-01-07 06:15:00+00:00,1.14184,1.1427,1.14179,1.14256,1.14181,1.14266,1.14175,1.14255,2889.2499952316284,3088.089996576309,1169
2019-01-07 06:30:00+00:00,1.14257,1.14276,1.1422,1.1422,1.14255,1.14272,1.14217,1.14217,1976.3399980068207,1900.909999370575,794
2019-01-07 06:45:00+00:00,1.14219,1.1422,1.14145,1.14169,1.14216,1.14216,1.14142,1.14164,2555.5100014209747,2641.3399971723557,1039
2019-01-07 07:00:00+00:00,1.14169,1.14221,1.14102,1.14173,1.14167,1.14219,1.141,1.1417,3985.1099960803986,4490.67998945713,1810
2019-01-07 07:15:00+00:00,1.14175,1.14177,1.14114,1.14131,1.14171,1.14173,1.14112,1.14127,4811.549987196922,5162.719992041588,1946
2019-01-07 07:30:00+00:00,1.14131,1.14199,1.14125,1.14185,1.14127,1.14197,1.14122,1.14182,5817.2299939394,5268.829997062683,2073
2019-01-07 07:45:00+00:00,1.14186,1.14392,1.14162,1.14365,1.14182,1.14389,1.14159,1.14362,6787.489995956421,6064.489990241826,2567
2019-01-07 08:00:00+00:00,1.14367,1.14404,1.14342,1.14352,1.14364,1.14402,1.14339,1.1435,6972.4200085401535,6744.560001254082,2758
2019-01-07 08:15:00+00:00,1.14353,1.14381,1.14324,1.14356,1.14351,1.14377,1.14321,1.14353,4965.119998216629,5566.849999189377,2138
2019-01-07 08:30:00+00:00,1.14354,1.14389,1.14319,1.14333,1.14353,1.14387,1.14316,1.14331,3608.919992521405,3420.2400000095367,1562
2019-01-07 08:45:00+00:00,1.14333,1.14338,1.14283,1.14316,1.14329,1.14336,1.1428,1.14313,4678.399997591972,4418.219997763634,1995
2019-01-07 09:00:00+00:00,1.14314,1.1446,1.14295,1.14452,1.14313,1.14458,1.14292,1.14448,4098.629995465279,4187.619992852211,1844
2019-01-07 09:15:00+00:00,1.14452,1.1448,1.14414,1.14453,1.1445,1.14479,1.14412,1.14449,4070.409994482994,3433.259997010231,1656
2019-01-07 09:30:00+00:00,1.14453,1.14463,1.14407,1.14448,1.1445,1.1446,1.14405,1.14444,5109.32999534905,4576.169990539551,1881
2019-01-07 09:45:00+00:00,1.14448,1.1447,1.14402,1.14416,1.14444,1.14468,1.14399,1.14413,4358.809993863106,4774.2999947071075,1740
2019-01-07 10:00:00+00:00,1.14417,1.14455,1.14381,1.14396,1.14413,1.14452,1.14378,1.14392,5007.160005331039,4841.92999958992,1757
2019-01-07 10:15:00+00:00,1.14396,1.14417,1.14373,1.14415,1.14392,1.14414,1.14371,1.14412,4296.13999080658,3710.669997215271,1567
2019-01-07 10:30:00+00:00,1.14416,1.14417,1.14353,1.14388,1.14411,1.14415,1.1435,1.14386,5004.920005321503,4323.839990377426,1659
2019-01-07 10:45:00+00:00,1.14387,1.14399,1.14355,1.14389,1.14386,1.14397,1.14353,1.14387,4194.779996871948,3449.1199988126755,1544
2019-01-07 11:00:00+00:00,1.14389,1.14403,1.14368,1.14375,1.14387,1.14401,1.14364,1.14372,3506.149988412857,3660.61998963356,1427
2019-01-07 11:15:00+00:00,1.14372,1.144,1.14364,1.14384,1.1437,1.14398,1.14361,1.14382,3225.8799946308136,3031.239996910095,1183
2019-01-07 11:30:00+00:00,1.14383,1.14394,1.14335,1.14394,1.14382,1.14392,1.14332,1.14391,3745.3499970436096,4487.199990034103,1409
2019-01-07 11:45:00+00:00,1.14394,1.14443,1.14372,1.14409,1.14392,1.14441,1.14369,1.14404,4819.040004611015,4366.969993233681,1699
2019-01-07 12:00:00+00:00,1.14408,1.14459,1.14383,1.14455,1.14405,1.14456,1.14381,1.14452,3837.9500027894974,4440.659991599619,1665
2019-01-07 12:15:00+00:00,1.14456,1.14459,1.14408,1.14448,1.14452,1.14457,1.14406,1.14444,4002.64999628067,3924.089990735054,1503
2019-01-07 12:30:00+00:00,1.14446,1.14476,1.14395,1.14427,1.14444,1.14473,1.14392,1.14425,4801.990003466606,5469.989980578423,1944
2019-01-07 12:45:00+00:00,1.14428,1.14469,1.14369,1.14396,1.14425,1.14466,1.14367,1.14393,5969.5799877643585,5720.740004062653,2168
2019-01-07 13:00:00+00:00,1.14396,1.14454,1.14396,1.14451,1.14393,1.14451,1.14392,1.14447,5919.209990978241,5993.139988541603,2220
2019-01-07 13:15:00+00:00,1.1445,1.14528,1.14428,1.14519,1.14447,1.14526,1.14426,1.14517,7569.089996218681,8080.67998278141,2810
2019-01-07 13:30:00+00:00,1.14518,1.14564,1.14474,1.14548,1.14516,1.14562,1.14472,1.14544,6131.60998570919,6092.7999869138,2336
2019-01-07 13:45:00+00:00,1.14548,1.14593,1.14499,1.14578,1.14545,1.1459,1.14497,1.14576,4641.719998717308,5141.909986376762,1869
2019-01-07 14:00:00+00:00,1.14578,1.14688,1.14562,1.14656,1.14575,1.14685,1.14559,1.14654,6888.819987177849,6991.179986953735,2595
2019-01-07 14:15:00+00:00,1.14657,1.14674,1.1461,1.14622,1.14653,1.1467,1.14609,1.14619,5554.739998698235,4896.359984755516,1975
2019-01-07 14:30:00+00:00,1.14624,1.14698,1.14603,1.14692,1.14623,1.14696,1.14601,1.1469,7475.249989151955,7695.159992218018,2750
2019-01-07 14:45:00+00:00,1.14692,1.14729,1.1467,1.1468,1.1469,1.14727,1.14669,1.14675,6815.259989738464,7860.429991483688,2617
2019-01-07 15:00:00+00:00,1.14684,1.14711,1.14576,1.14628,1.14683,1.14709,1.14574,1.14625,8738.539991497993,9420.039995193481,3449
2019-01-07 15:15:00+00:00,1.14628,1.14689,1.14593,1.14672,1.14624,1.14687,1.14591,1.14669,7184.029979944229,7841.219989657402,2715
2019-01-07 15:30:00+00:00,1.14672,1.14672,1.1455,1.14586,1.1467,1.1467,1.14547,1.14581,6980.829992890358,7699.579987168312,2848
2019-01-07 15:45:00+00:00,1.14585,1.14702,1.1454,1.14638,1.14581,1.147,1.14536,1.14635,9744.909977197647,9362.909992933273,3679
2019-01-07 16:00:00+00:00,1.14636,1.1469,1.14588,1.14685,1.14634,1.14688,1.14585,1.14683,7685.789985895157,8858.88998067379,3170
2019-01-07 16:15:00+00:00,1.14687,1.14701,1.14651,1.14671,1.14685,1.147,1.14648,1.14668,6104.119978189468,6828.609978079796,2491
2019-01-07 16:30:00+00:00,1.14671,1.14689,1.14605,1.14673,1.14669,1.14685,1.14601,1.1467,6013.559994339943,6193.899985790253,2378
2019-01-07 16:45:00+00:00,1.14671,1.14695,1.14647,1.14676,1.14669,1.14693,1.14644,1.14673,4931.819977402687,5391.94998550415,1958
2019-01-07 17:00:00+00:00,1.14675,1.14703,1.14644,1.14674,1.14673,1.14701,1.14641,1.14672,4850.049981236458,5165.659979462624,1879
2019-01-07 17:15:00+00:00,1.14674,1.14689,1.1466,1.14678,1.1467,1.14687,1.14657,1.14676,4421.549986243248,4723.029979944229,1706
2019-01-07 17:30:00+00:00,1.14679,1.14705,1.14645,1.14699,1.14676,1.14703,1.14642,1.14697,3540.879991054535,3740.6699796915054,1420
2019-01-07 17:45:00+00:00,1.14699,1.14714,1.14643,1.14693,1.14696,1.14711,1.1464,1.1469,4234.249980092049,4027.699982881546,1567
2019-01-07 18:00:00+00:00,1.14681,1.14803,1.14679,1.148,1.14678,1.14801,1.14676,1.14797,4780.15998852253,5217.639982104301,1954
2019-01-07 18:15:00+00:00,1.14801,1.14827,1.14759,1.1477,1.14797,1.14826,1.14756,1.14767,4160.419983863831,3934.3599911928177,1477
2019-01-07 18:30:00+00:00,1.14771,1.14784,1.14728,1.14729,1.14766,1.14781,1.14725,1.14726,3671.4799917936325,3038.4699902534485,1343
2019-01-07 18:45:00+00:00,1.14729,1.14794,1.14726,1.14744,1.14726,1.14791,1.14723,1.14741,4610.8699860572815,4250.869981169701,1758
2019-01-07 19:00:00+00:00,1.14745,1.14808,1.14738,1.14808,1.14742,1.14806,1.14734,1.14806,3123.469992160797,4130.67998957634,1606
2019-01-07 19:15:00+00:00,1.14809,1.14828,1.14792,1.14795,1.14807,1.14824,1.14789,1.14792,2801.7799919843674,3515.1299827098846,1309
2019-01-07 19:30:00+00:00,1.14795,1.148,1.14766,1.14766,1.14793,1.14798,1.14762,1.14762,3025.3199870586395,3235.0499811172485,1127
2019-01-07 19:45:00+00:00,1.14768,1.148,1.14733,1.14797,1.14765,1.14797,1.14729,1.14794,4523.929990410805,4377.0499765872955,1593
2019-01-07 20:00:00+00:00,1.14799,1.14803,1.14748,1.14757,1.14797,1.14801,1.14743,1.14753,4019.9199842214584,4141.089987158775,1424
2019-01-07 20:15:00+00:00,1.14757,1.14767,1.14696,1.14707,1.14753,1.14764,1.14695,1.14702,3342.8899832963943,3047.6099828481674,1203
2019-01-07 20:30:00+00:00,1.14706,1.14771,1.14705,1.14768,1.14702,1.14767,1.14702,1.14763,2949.61998796463,2965.1099833250046,1127
2019-01-07 20:45:00+00:00,1.14768,1.14771,1.14748,1.1477,1.14763,1.14768,1.14746,1.14767,2558.809989720583,2505.2899885177612,936
2019-01-07 21:00:00+00:00,1.14771,1.14775,1.1473,1.14736,1.14769,1.1477,1.14726,1.14733,1366.8399941921234,1142.2199955359101,668
2019-01-07 21:15:00+00:00,1.14739,1.14766,1.14737,1.14766,1.14736,1.14762,1.14733,1.14761,654.4199969768524,699.0799936056137,271
2019-01-07 21:30:00+00:00,1.14765,1.14767,1.14747,1.14756,1.14762,1.14765,1.14742,1.14752,1358.1099879741669,1152.5099946260452,478
2019-01-07 21:45:00+00:00,1.14756,1.14758,1.14726,1.14749,1.14752,1.14752,1.14722,1.1474,1431.4799931049347,1426.26999771595,693
2019-01-07 22:00:00+00:00,1.14747,1.14784,1.14727,1.14748,1.1474,1.14742,1.1472,1.14728,632.5999975204468,684.1799999698997,410
2019-01-07 22:15:00+00:00,1.14748,1.14762,1.14718,1.1472,1.14727,1.14752,1.1471,1.14711,497.86999785900105,572.8099969625473,362
2019-01-07 22:30:00+00:00,1.14719,1.14787,1.14719,1.1476,1.14711,1.14771,1.14711,1.14744,1064.580000758171,975.8400004729629,682
2019-01-07 22:45:00+00:00,1.14757,1.14771,1.14743,1.14768,1.14744,1.14761,1.14732,1.14753,739.4499977827072,957.479996919632,506
2019-01-07 23:00:00+00:00,1.14768,1.14787,1.14768,1.14777,1.14754,1.14781,1.14752,1.14772,1951.249993801117,1866.1899944543839,913
2019-01-07 23:15:00+00:00,1.14777,1.14811,1.14776,1.14796,1.14772,1.14806,1.14771,1.14792,1482.2299958467484,1309.3599951267242,642
2019-01-07 23:30:00+00:00,1.14796,1.14802,1.1479,1.14795,1.14793,1.14799,1.14787,1.14792,1751.2999948263168,1566.3799977302551,734
2019-01-07 23:45:00+00:00,1.14795,1.14802,1.14789,1.14792,1.14791,1.14798,1.14786,1.14789,1870.1399922072887,1774.8999952077866,813
2019-01-08 00:00:00+00:00,1.14792,1.1484,1.14788,1.14839,1.1479,1.14837,1.14785,1.14836,2718.82998752594,2991.119986176491,1168
2019-01-08 00:15:00+00:00,1.14838,1.14849,1.14788,1.14789,1.14836,1.14844,1.14785,1.14785,2535.8599922657013,2010.569996356964,910
2019-01-08 00:30:00+00:00,1.1479,1.14802,1.1472,1.14737,1.14786,1.14798,1.14715,1.14733,2982.5099968463182,2897.949986577034,1315
2019-01-08 00:45:00+00:00,1.14738,1.14757,1.14672,1.14682,1.14733,1.14754,1.14669,1.14678,3260.849993944168,3295.0799914598465,1496
2019-01-08 01:00:00+00:00,1.1468,1.14697,1.14628,1.1464,1.14676,1.14693,1.14625,1.14635,4204.109990954399,3046.0099909305573,1587
2019-01-08 01:15:00+00:00,1.14641,1.14663,1.14597,1.146,1.14635,1.14662,1.14595,1.14597,3016.240001991391,2683.9799942970276,1273
2019-01-08 01:30:00+00:00,1.14601,1.14613,1.14545,1.14552,1.14597,1.14611,1.14541,1.14549,4541.559990644455,3288.8699947595596,1632
2019-01-08 01:45:00+00:00,1.14553,1.14563,1.14473,1.14484,1.14548,1.14562,1.1447,1.14482,4777.240003347397,3407.459993004799,1786
2019-01-08 02:00:00+00:00,1.14485,1.14503,1.1442,1.14482,1.14482,1.14501,1.14415,1.14479,3688.6700003147125,3745.520001411438,1545
2019-01-08 02:15:00+00:00,1.14483,1.14506,1.14464,1.14502,1.14478,1.14503,1.14461,1.145,2686.800002336502,2106.419994711876,1073
2019-01-08 02:30:00+00:00,1.14502,1.14527,1.14482,1.14518,1.145,1.14524,1.14479,1.14513,2625.629996061325,2638.3099954128265,1141
2019-01-08 02:45:00+00:00,1.14518,1.14537,1.1449,1.14507,1.14513,1.14533,1.14487,1.14503,3613.010001897812,3400.9500024318695,1496
2019-01-08 03:00:00+00:00,1.14507,1.14519,1.14485,1.14488,1.14503,1.14515,1.14482,1.14483,1876.6299965381625,1777.0599932670593,725
2019-01-08 03:15:00+00:00,1.14487,1.14498,1.14461,1.14464,1.14484,1.14496,1.14458,1.14461,2351.6300011873245,2150.2599930763245,916
2019-01-08 03:30:00+00:00,1.14463,1.14468,1.14378,1.14384,1.1446,1.14464,1.14374,1.1438,3796.949993491173,3414.179989337921,1534
2019-01-08 03:45:00+00:00,1.14384,1.14389,1.14353,1.14389,1.14382,1.14386,1.14351,1.14385,3334.8799941539764,3936.9299916028976,1491
2019-01-08 04:00:00+00:00,1.14388,1.14391,1.14342,1.14384,1.14385,1.14387,1.14338,1.1438,2673.569996237755,3377.639989376068,1232
2019-01-08 04:15:00+00:00,1.14384,1.14388,1.14325,1.14374,1.1438,1.14384,1.14321,1.14371,2339.7399973869324,2202.669995069504,950
2019-01-08 04:30:00+00:00,1.14374,1.14399,1.14363,1.14386,1.14371,1.14396,1.14359,1.14381,2028.3699991703033,2264.199994325638,899
2019-01-08 04:45:00+00:00,1.14385,1.14404,1.1438,1.14391,1.14382,1.14401,1.14375,1.14387,1642.7399933338165,1934.999992966652,749
2019-01-08 05:00:00+00:00,1.14391,1.14423,1.14387,1.14412,1.14389,1.1442,1.14383,1.1441,2070.2799919843674,2356.109986782074,910
2019-01-08 05:15:00+00:00,1.14412,1.14426,1.14403,1.1442,1.1441,1.14423,1.14401,1.14415,1581.68000125885,2101.1699999570847,784
2019-01-08 05:30:00+00:00,1.14419,1.14441,1.14409,1.14436,1.14415,1.14436,1.14406,1.14433,2185.6299990415573,2099.0499922037125,951
2019-01-08 05:45:00+00:00,1.14436,1.14445,1.1441,1.1444,1.14432,1.14441,1.14406,1.14437,2453.41000521183,2407.0099939107895,958
2019-01-08 06:00:00+00:00,1.1444,1.14476,1.14413,1.14474,1.14436,1.14473,1.1441,1.1447,2989.6800022125244,2651.6399935483932,1200
2019-01-08 06:15:00+00:00,1.14474,1.14558,1.14466,1.1452,1.14472,1.14555,1.14462,1.14518,3702.5899962186813,3625.9199941158295,1539
2019-01-08 06:30:00+00:00,1.1452,1.14526,1.1447,1.1447,1.14517,1.14523,1.14467,1.14467,2100.9699915647507,2258.9999982118607,931
2019-01-08 06:45:00+00:00,1.14471,1.14486,1.14457,1.1446,1.14467,1.14483,1.14454,1.14456,2585.1599925756454,2427.649992108345,961
2019-01-08 07:00:00+00:00,1.1446,1.14464,1.14337,1.14427,1.14458,1.14461,1.14331,1.14422,6559.84999537468,6572.8499908447275,2481
2019-01-08 07:15:00+00:00,1.14427,1.14531,1.14342,1.1443,1.14422,1.14526,1.14339,1.14426,7100.439993619919,6693.679985165596,3062
2019-01-08 07:30:00+00:00,1.1443,1.14481,1.1436,1.14407,1.14425,1.14478,1.14357,1.14403,4319.979998230934,4489.429995536804,1851
2019-01-08 07:45:00+00:00,1.14408,1.14447,1.1436,1.14441,1.14403,1.14444,1.14358,1.14438,3843.599993824959,4112.639997005463,1597
2019-01-08 08:00:00+00:00,1.14441,1.14486,1.14366,1.1437,1.14439,1.14483,1.14362,1.14367,6116.029991149902,5393.819988489151,2335
2019-01-08 08:15:00+00:00,1.14369,1.14465,1.14337,1.14446,1.14367,1.14462,1.14336,1.14442,5021.489997625351,5012.170003294945,2041
2019-01-08 08:30:00+00:00,1.14445,1.14474,1.14409,1.14474,1.14442,1.14471,1.14407,1.1447,3878.879999279976,4242.509995937347,1676
2019-01-08 08:45:00+00:00,1.14472,1.1451,1.14442,1.14492,1.1447,1.14507,1.14439,1.14488,4111.880002498627,4574.639998912811,1708
2019-01-08 09:00:00+00:00,1.14492,1.14581,1.14476,1.1455,1.14488,1.14577,1.14473,1.14549,4690.919999718666,5359.609991669655,2064
2019-01-08 09:15:00+00:00,1.14551,1.14562,1.14497,1.14558,1.14549,1.1456,1.14493,1.14556,4034.310000419617,4481.939989924431,1650
2019-01-08 09:30:00+00:00,1.14559,1.14613,1.14526,1.1453,1.14557,1.14611,1.14522,1.14527,4389.359987735748,4719.029998064041,1693
2019-01-08 09:45:00+00:00,1.1453,1.14554,1.14499,1.14522,1.14526,1.14552,1.14497,1.14519,4280.489988684654,4392.869994401932,1563
2019-01-08 10:00:00+00:00,1.14522,1.14522,1.14343,1.14417,1.14517,1.14517,1.14342,1.14415,6129.240003228188,6958.060004353523,2627
2019-01-08 10:15:00+00:00,1.14416,1.1446,1.14385,1.14444,1.14413,1.14457,1.14382,1.14442,5730.329985380173,4996.040005803108,1966
2019-01-08 10:30:00+00:00,1.14444,1.14499,1.14438,1.14469,1.14441,1.14496,1.14434,1.14466,4818.269985795021,4676.250001192093,1881
2019-01-08 10:45:00+00:00,1.14469,1.14483,1.14444,1.1446,1.14465,1.1448,1.1444,1.14459,3696.349997162819,3964.589995145798,1400
2019-01-08 11:00:00+00:00,1.14459,1.14472,1.14422,1.14447,1.14456,1.1447,1.14418,1.14443,3340.1799881458282,3607.099988818168,1402
2019-01-08 11:15:00+00:00,1.14446,1.14529,1.14442,1.1446,1.14443,1.14526,1.1444,1.14458,4426.149989128113,4217.699988603592,1618
2019-01-08 11:30:00+00:00,1.14459,1.14548,1.1445,1.14542,1.14458,1.14544,1.14448,1.14539,3845.9799888134003,3709.9399987459183,1471
2019-01-08 11:45:00+00:00,1.14543,1.14695,1.1454,1.14658,1.14539,1.14692,1.14535,1.14654,6045.229999661446,6393.570000052452,2466
2019-01-08 12:00:00+00:00,1.14659,1.14681,1.14623,1.14626,1.14654,1.14677,1.1462,1.14622,5715.509993195534,5660.949989199638,1988
2019-01-08 12:15:00+00:00,1.14626,1.14658,1.14574,1.14588,1.14624,1.14655,1.14571,1.14584,5664.079996585846,5631.95998942852,2044
2019-01-08 12:30:00+00:00,1.14588,1.14608,1.14503,1.14522,1.14585,1.14605,1.14502,1.14518,5531.379990339279,5212.7599955797195,2000
2019-01-08 12:45:00+00:00,1.14522,1.14522,1.14433,1.145,1.14518,1.14519,1.14429,1.14495,7550.479984998703,7544.4099999293685,2676
2019-01-08 13:00:00+00:00,1.14499,1.14502,1.14354,1.14401,1.14495,1.14497,1.1435,1.14396,9375.379989504814,9396.52999317646,3314
2019-01-08 13:15:00+00:00,1.14401,1.14449,1.14369,1.14418,1.14396,1.14446,1.14366,1.14414,8395.529982924461,8631.329998016357,3149
2019-01-08 13:30:00+00:00,1.14418,1.14438,1.14335,1.14381,1.14415,1.14436,1.14332,1.14377,6424.419992685317,6364.4000030756,2272
2019-01-08 13:45:00+00:00,1.1438,1.14401,1.14224,1.14277,1.14376,1.14398,1.14222,1.14274,8626.789980918169,8363.159999847412,3374
2019-01-08 14:00:00+00:00,1.14278,1.14321,1.14246,1.14321,1.14274,1.14318,1.14244,1.14317,7683.229998230934,7955.590003587306,2813
2019-01-08 14:15:00+00:00,1.1432,1.14355,1.14312,1.14341,1.14317,1.14353,1.14309,1.14339,6547.829984307289,6309.490005850792,2223
2019-01-08 14:30:00+00:00,1.14341,1.14399,1.1432,1.14335,1.14338,1.14395,1.14318,1.14332,5650.599993944168,6489.089990496635,2321
2019-01-08 14:45:00+00:00,1.14334,1.14442,1.1431,1.14389,1.14331,1.1444,1.14309,1.14386,6610.539993405342,6837.959995031357,2729
2019-01-08 15:00:00+00:00,1.14388,1.14425,1.14258,1.14302,1.14386,1.14421,1.14256,1.14299,6078.909996390343,6198.639992952347,2412
2019-01-08 15:15:00+00:00,1.14301,1.1438,1.14269,1.14341,1.14297,1.14376,1.14267,1.1434,6912.499976158142,6199.049985289574,2545
2019-01-08 15:30:00+00:00,1.1434,1.14399,1.14303,1.14399,1.14338,1.14398,1.14302,1.14398,6947.509972453117,5547.0499947071075,2419
2019-01-08 15:45:00+00:00,1.14399,1.14439,1.14319,1.1442,1.14396,1.14437,1.14315,1.14416,6205.719989061356,6131.389989972115,2582
2019-01-08 16:00:00+00:00,1.14416,1.14461,1.14399,1.14442,1.14415,1.14458,1.14396,1.14441,6355.7399879693985,6321.44998383522,2557
2019-01-08 16:15:00+00:00,1.14441,1.1449,1.14426,1.14438,1.1444,1.14487,1.14423,1.14436,4994.559993982315,5054.269986152649,1897
2019-01-08 16:30:00+00:00,1.14438,1.14487,1.14433,1.14449,1.14436,1.14485,1.1443,1.14446,4501.269994139671,4398.219983100891,1790
2019-01-08 16:45:00+00:00,1.1445,1.14452,1.14365,1.14434,1.14447,1.14449,1.14364,1.14431,4500.559976816177,4958.149980425835,1935
2019-01-08 17:00:00+00:00,1.14434,1.14461,1.14398,1.1443,1.14431,1.14457,1.14395,1.14427,4769.699982523918,4141.289991259575,1807
2019-01-08 17:15:00+00:00,1.14431,1.14476,1.14423,1.1445,1.14427,1.14473,1.1442,1.14448,4715.6199897527695,3680.1899886131287,1635
2019-01-08 17:30:00+00:00,1.1445,1.14556,1.14443,1.14526,1.14448,1.14555,1.14441,1.14521,4704.92998790741,4520.309988379478,1766
2019-01-08 17:45:00+00:00,1.14526,1.14555,1.14514,1.14545,1.14521,1.14552,1.1451,1.14543,3652.6199831962585,3638.179987668991,1372
2019-01-08 18:00:00+00:00,1.14545,1.1459,1.14476,1.1452,1.14542,1.14588,1.14474,1.14518,4370.029989719391,4056.909990310669,1634
2019-01-08 18:15:00+00:00,1.1452,1.1452,1.14465,1.1447,1.14517,1.14517,1.14463,1.14466,3481.409994125366,3405.529990673065,1319
2019-01-08 18:30:00+00:00,1.14472,1.145,1.14451,1.14495,1.14467,1.14497,1.14449,1.14492,2786.059990167618,2339.0900000333786,1017
2019-01-08 18:45:00+00:00,1.14495,1.14514,1.14406,1.14413,1.1449,1.1451,1.14404,1.14409,3154.9099972248077,3615.049989461899,1333
2019-01-08 19:00:00+00:00,1.14413,1.14441,1.14392,1.14435,1.14409,1.14439,1.1439,1.14433,2934.0399956703186,3157.2499866485596,1267
2019-01-08 19:15:00+00:00,1.14437,1.14448,1.14406,1.14413,1.14434,1.14445,1.14403,1.1441,2126.719998240471,2380.1699916124344,878
2019-01-08 19:30:00+00:00,1.14414,1.14444,1.14413,1.14429,1.1441,1.1444,1.1441,1.14426,2377.869992375374,2519.6499910354614,904
2019-01-08 19:45:00+00:00,1.14428,1.14433,1.14395,1.14425,1.14426,1.1443,1.14391,1.14422,3581.7099974155426,3107.769987463951,1260
2019-01-08 20:00:00+00:00,1.14421,1.14426,1.1439,1.14393,1.1442,1.14423,1.14387,1.1439,3147.0799901485443,3354.4899859428406,1328
2019-01-08 20:15:00+00:00,1.14392,1.14396,1.14367,1.14383,1.1439,1.14392,1.14363,1.14379,2566.819988846779,2810.249987602234,1057
2019-01-08 20:30:00+00:00,1.14383,1.144,1.14361,1.14385,1.1438,1.14397,1.14359,1.1438,2701.139985203743,2424.519986987114,1032
2019-01-08 20:45:00+00:00,1.14385,1.1441,1.14384,1.14405,1.14379,1.14407,1.14379,1.14403,2339.5299857258797,2481.7899900078773,959
2019-01-08 21:00:00+00:00,1.14405,1.14417,1.14391,1.14406,1.14404,1.14413,1.14387,1.14403,1310.3399940729141,1387.3499934077263,627
2019-01-08 21:15:00+00:00,1.14405,1.14421,1.14405,1.14409,1.14403,1.14417,1.14403,1.14406,523.5400012731552,706.6299959421158,298
2019-01-08 21:30:00+00:00,1.14409,1.14411,1.14391,1.14402,1.14407,1.14407,1.14386,1.14397,1156.229996562004,937.6199979782104,398
2019-01-08 21:45:00+00:00,1.14401,1.14422,1.14379,1.14422,1.14396,1.14414,1.14375,1.14406,1290.7899978160858,1132.959999680519,664
2019-01-08 22:00:00+00:00,1.14423,1.14438,1.14415,1.14432,1.14406,1.14434,1.14399,1.14416,419.4500002861023,355.71000000834465,318
2019-01-08 22:15:00+00:00,1.14431,1.14435,1.14416,1.14419,1.14416,1.14417,1.14398,1.14405,722.9099950790405,784.4800058528781,441
2019-01-08 22:30:00+00:00,1.14418,1.14431,1.1438,1.1441,1.14407,1.1442,1.1437,1.14385,697.1599980145695,846.0000007152557,567
2019-01-08 22:45:00+00:00,1.14409,1.14431,1.14383,1.14419,1.14385,1.14416,1.14374,1.14405,737.839998960495,964.1099978685379,555
2019-01-08 23:00:00+00:00,1.14419,1.1446,1.14417,1.14448,1.14406,1.14452,1.14403,1.14443,1042.0199984312057,1173.8399975299835,565
2019-01-08 23:15:00+00:00,1.14449,1.14482,1.14447,1.14478,1.14443,1.14477,1.14441,1.14471,756.9199967384338,873.3899960592389,352
2019-01-08 23:30:00+00:00,1.14477,1.14516,1.1447,1.14515,1.14471,1.14511,1.14465,1.1451,1619.3400005102158,1835.1399929523468,698
2019-01-08 23:45:00+00:00,1.14514,1.14585,1.14495,1.14579,1.1451,1.14579,1.14492,1.14572,2324.859990954399,2271.929995059967,1051
2019-01-09 00:00:00+00:00,1.1458,1.14624,1.14541,1.1462,1.14573,1.14621,1.14537,1.14616,2758.56999540329,2583.5799981355667,1197
2019-01-09 00:15:00+00:00,1.14619,1.1462,1.1458,1.14583,1.14616,1.14616,1.14576,1.1458,2381.729992866516,1985.0099985599518,989
2019-01-09 00:30:00+00:00,1.14582,1.14585,1.14544,1.14563,1.1458,1.14582,1.14541,1.1456,2258.0400017499924,2533.9300005435944,1055
2019-01-09 00:45:00+00:00,1.14563,1.14569,1.14543,1.14563,1.1456,1.14566,1.1454,1.1456,2294.2199934720993,2195.8099950551987,966
2019-01-09 01:00:00+00:00,1.14563,1.1459,1.1456,1.14574,1.14559,1.14586,1.14555,1.1457,2213.4999952316284,2327.859997868538,903
2019-01-09 01:15:00+00:00,1.14574,1.14586,1.14557,1.1457,1.14569,1.14581,1.14554,1.14565,2666.959998488426,2480.8399990797043,1054
2019-01-09 01:30:00+00:00,1.1457,1.1466,1.14569,1.14644,1.14565,1.14656,1.14565,1.14641,4282.42999958992,3751.1799939870834,1539
2019-01-09 01:45:00+00:00,1.14645,1.14664,1.14578,1.14578,1.1464,1.1466,1.14574,1.14574,3169.7999951839447,2990.0700018405914,1201
2019-01-09 02:00:00+00:00,1.14577,1.14607,1.14543,1.14547,1.14574,1.14604,1.14537,1.14543,2497.3299926519394,2264.1699956655502,999
2019-01-09 02:15:00+00:00,1.14547,1.1456,1.14508,1.1451,1.14542,1.14556,1.14504,1.14507,2252.089997291565,1870.2099972963333,838
2019-01-09 02:30:00+00:00,1.14511,1.14561,1.14508,1.1455,1.14508,1.14556,1.14504,1.14545,2929.110002875328,2767.3499978780746,1097
2019-01-09 02:45:00+00:00,1.14549,1.1456,1.14488,1.14519,1.14545,1.14558,1.14484,1.14516,3079.339996576309,2787.329996943474,1104
